iso_code	sil_code	wals_code	population	raw_population
tsn	TSW	tsw	4407174	1,070,000 in Botswana (1993 Johnstone). Population total all countries: 4,407,174.
tso	TSO	tsn	3275105	1,756,105 in South Africa (1996 census). Population total all countries: 3,275,105.
tsp	TSP	tou	19500	19,500 (1995 SIL). Population includes 1,000 in Wenteene dialect, 18,500 in the other dialects.
tsq	TSQ	ths	51000	51,000 profoundly, prelingually deaf people in Thailand (1997 Charles B. Reilly). 20% of deaf children go to school, where they get the opportunity to learn this language.
tss	TSS	tzi	82558	82,558 (2001).
tsu	TSY	tso	2127	2,127 (2002 Council of Indigenous Peoples, Executive Yuan, ROC). Ethnic population: 2,127.
tsv	TSV	tgo	12000	12,000 (1982 UBS).
tsz	TSZ	pur	120000	120,000 (1990 census).
tta	TTA	tte	Extinct	Extinct.
ttc	TTC	tec	2265	1,265 in Guatemala (2000 WCD). Population total all countries: 2,265.
tti	TTI	tbt	350	350 (1998 M. Donohue).
ttm	TUT	tut	200	200 (1995 M. Krauss). Ethnic population: 1,000 (1995 M. Krauss).
ttr	TER	ter	100620	100,620 (2000 WCD).
ttt	TTT	tmu	26000	18,000 in Azerbaijan (1989 census). Population total all countries: 26,000. Ethnic population: 22,041 in Azerbaijan (1990 A. E. Kibrik).
tty	TTY	skr	800	800 (1993 Doriot).
tub	TUB	tbb	6	6. Ethnic population: 900 (2000 Yamamoto).
tue	TUE	tuy	815	350 in Colombia (1995 SIL). Population total all countries: 815.
tuh	TUH	tll	800	800 (2000 Wurm).
tui	TUI	tpr	215785	125,000 in Cameroon. Population total all countries: 215,785.
tuk	TCK	tkm	6403533	3,430,000 in Turkmenistan (1995). Population total all countries: 6,403,533. Ethnic population: 3,465,000 (1995).
tun	TUK	tun	Extinct	Extinct.
tuo	TUO	tuc	4631	2,631 in Brazil (1986 SIL). Population total all countries: 4,631.
tuq	TUQ	tbu	42501	28,501 in Chad (1993 census). Population total all countries: 42,501.
tur	TRK	tur	50625794	46,278,000 in Turkey (1987). Population total all countries: 50,625,794.
tus	TUS	tus	11	7 or 8 in Canada (1991 Kinkade). Population total all countries: 11 to 13.
tuv	TUV	tna	365163	340,000 in Kenya (1994 I. Larsen BTL). Population total all countries: 365,163.
tvk	TVK	sea	1800	1,800 (1983 SIL).
tvl	ELL	nnm	13051	10,670 in Tuvalu (1998). Population total all countries: 13,051.
tvl	ELL	tvl	13051	10,670 in Tuvalu (1998). Population total all countries: 13,051.
tvo	TVO	tid	26000	26,000 (1981 Wurm and Hattori).
twa	TWA	twa	Extinct	Extinct. Ethnic population: 350 (1977 SIL).
twf	TAO	twn	927	927 (1980 census). Population includes 803 Taos speakers, 101 Picuris speakers (1990 census). Ethnic population: 1,166 (1980 census), including 1,042 Taos, 124 Picuris (1990 census).
txn	TXN	tgw	6478	6,478 (1987 Maluku Dalam Angka).
txu	TXU	kyp	4000	4,000 (1994 SIL). 3,950 monolinguals. Population includes 469 Xikrin (1986 SIL). Ethnic population: 4,000.
txx	TXX	tat	5500	5,500 (1982 SIL).
tya	TYA	tau	347	347 (1981 Wurm and Hattori).
typ	TYP	thp	2	2 (1981 Wurm and Hattori).
tyv	TUN	tuv	209400	180,000 in Russia (2001). Population total all countries: 209,400.
tza	TZA	tsl	No	No estimate available.
tzb	TZB	tze	100000	100,000 (1993 SIL). 50,000 are monolingual. Speakers of all Tzeltal varieties: 215,145 (1980 census).
tzb	TZB	tzb	100000	100,000 (1993 SIL). 50,000 are monolingual. Speakers of all Tzeltal varieties: 215,145 (1980 census).
tzc	TZC	tzo	130000	130,000 (1990 census). Speakers of all Tzotzil languages: 265,000 (1990 census).
tzh	TZH	tze	90000	90,000 (2000 S. Hoffman REF). 50,000 are monolingual.
tzh	TZH	tza	90000	90,000 (2000 S. Hoffman REF). 50,000 are monolingual.
tzh	TZH	tzt	90000	90,000 (2000 S. Hoffman REF). 50,000 are monolingual.
tzj	TZJ	tzu	50000	50,000 (1998 SIL). 17,000 monolinguals.
tzm	TZM	bse	3150000	3,000,000 in Morocco (1998). Population total all countries: 3,150,000.
tzm	TZM	bma	3150000	3,000,000 in Morocco (1998). Population total all countries: 3,150,000.
tzn	TZN	tgn	1200	1,200 (1990 SIL). 1% monolinguals.
tzs	TZS	tzs	50000	50,000 (1990 census).
tzt	TZT	tzu	33800	33,800 (1990 SIL).
tzz	TZZ	tzz	25000	25,000 (1990 census).
ubu	UMB	kgl	34154	34,154 (2000 census).
uby	UBY	uby	Extinct	Extinct.
ude	UDE	udh	100	100 (1991 Kibrik). Ethnic population: 1,600 (1991 Kibrik).
udi	UDI	udi	5720	4,200 in Azerbaijan (1995). Population total all countries: 5,720.
udl	UDL	uld	10500	10,500 (1982 SIL).
udm	UDM	udm	565786	550,000 in Russia (1989 census). Population total all countries: 565,786. Ethnic population: 750,000 in the former USSR.
ugn	UGN	ugs	No	No estimate available.
uig	UIG	uyg	7601431	7,214,431 in China (1990 census). Most are monolingual. Population includes 4,700,000 Central Uyghur, 1,150,000 Hotan, 25,000 Lop. Population total all countries: 7,601,431.
ukr	UKR	ukr	39441842	31,058,000 in Ukraine (1993). Population total all countries: 39,441,842. Ethnic population: 37,419,000 (1993 Johnstone).
uks	UKS	usl	7	7 users (1986 J. Kakumasu).
ulc	ULC	ulc	500	500 to 1,000 (1995 M. Krauss). Ethnic population: 3,200 (1990 census).
uli	ULI	uli	3000	3,000 (1987 UBS).
ulk	ULK	mer	300	300 to 400 (1991 Rod Kennedy).
uma	UMA	smt	50	50 (1977 SIL). Ethnic population: 120 (1977 SIL).
umb	MNF	umb	4002880	4,000,000 in Angola (1995 WA). Population total all countries: 4,002,880.
umu	UMU	mse	7	7 or 8 (1991 M. Dale Kinkade). Ethnic population: 400 (1991 M. Dale Kinkade).
ung	UNG	ung	82	82 (1981 Wurm and Hattori).
unm	DEL	unm	Extinct	Extinct. Ethnic population: 13,500 (1997 J. Rementer).
unp	UNP	wor	20	20 (1990 Schmidt).
upv	UPV	atc	6000	6,000 (1988 SIL). Population includes 1,375 Atchin, 3,450 Uripiv-Wala-Rano.
ura	URA	urn	3000	3,000 (2002 SIL).
urb	URB	urk	500	500 (1988 SIL).
urd	URD	urd	60503579	10,719,000 in Pakistan (1993). Population total all countries: 60,503,579.
ure	URE	uru	2	2 (2000 W. Adelaar). Ethnic population: 142 (2000 W. Adelaar).
urf	URF	uhi	2	2 (1981 Wurm and Hattori).
urh	URH	urh	546000	546,000 (1993 Johnstone).
uri	URI	uri	3742	3,742 (2003 SIL).
urk	URK	url	3000	3,000 (1984 D. Hogan). Ethnic population: 3,000 (2000 D. Bradley).
ury	URY	ory	1600	1,600 (1985 Philip Fields SIL). Population includes 900 in Unurum-Guay, 100 in Kecamatan Bonggo, 600 in Kecamatan Lereh.
usa	USA	usr	1300	1,300 (1996 SIL).
ute	UTE	cmh	1984	1,984 (1990 census). 20 monolinguals (1990 census). Population includes 3 Chemehuevi on Chemehuevi Reservation, 10 on Colorado River Reservation (1994 L. Hinton). Ethnic population: 5,000 (1977 SIL).
ute	UTE	put	1984	1,984 (1990 census). 20 monolinguals (1990 census). Population includes 3 Chemehuevi on Chemehuevi Reservation, 10 on Colorado River Reservation (1994 L. Hinton). Ethnic population: 5,000 (1977 SIL).
ute	UTE	ute	1984	1,984 (1990 census). 20 monolinguals (1990 census). Population includes 3 Chemehuevi on Chemehuevi Reservation, 10 on Colorado River Reservation (1994 L. Hinton). Ethnic population: 5,000 (1977 SIL).
uum	UUM	urm	192729	97,746 in Georgia (2000 WCD). Population total all countries: 192,729.
uur	UUR	ura	6	6 (1998 T. Crowley).
uwa	UWA	knc	40	40 (1981 Wurm and Hattori).
uzn	UZB	kym	18795591	16,539,000 in Uzbekistan (1995 UN). Population total all countries: 18,795,591.
uzn	UZB	uzb	18795591	16,539,000 in Uzbekistan (1995 UN). Population total all countries: 18,795,591.
uzn	UZB	uzn	18795591	16,539,000 in Uzbekistan (1995 UN). Population total all countries: 18,795,591.
uzs	UZS	uzb	1454981	1,403,000 in Afghanistan (1991 WA). Population total all countries: 1,454,981.
vaf	VAF	vaf	18000	18,000 (2003).
vag	VAG	vag	13500	13,500 (2003 GILLBT).
vai	VAI	vai	105000	89,500 in Liberia (1991 L. Vanderaa CRC). Population total all countries: 105,000.
vam	VAM	dum	2667	2,667 (2000 census).
van	VAN	wal	1740	1,740 (2003 SIL).
var	VAR	grj	5000	5,000 (1994 SIL). Nearly all are monolingual.
vas	VAS	vas	900000	900,000 (1997 BSI).
vay	VAY	hay	1743	1,743 (2001 census). Ethnic population: 1,821 (2001 census) to 2,826 (2000).
ved	VED	ved	300	300 (1993 Johnstone). Ethnic population: 2,500 (2002).
ven	VEN	ven	960409	876,409 in South Africa (1996 census). Population total all countries: 960,409.
vep	VEP	vep	6355	6,355 (1990 A. Kibrik). Ethnic population: 13,500.
vie	VIE	vie	67439139	65,795,718 in VIet Nam (1999 census). Population total all countries: 67,439,139.
viv	VIV	idn	6000	6,000 (1984 SIL).
vkt	VKT	kuy	210000	210,000 (1981 Wurm and Hattori). Population includes 100,000 in Tenggarong, 60,000 in Ancalong, 50,000 in Northern Kutai.
vky	VKY	kag	45000	45,000 (1989).
vma	VMA	mrt	5	5 (1981 Wurm and Hattori).
vmw	VMW	mua	2500000	2,500,000 (1996).
vot	VOD	vot	25	25 (1979 Valt). Ethnic population: 200 (1990 A. E. Kibrik).
waa	WAA	shp	100	100 (1977 SIL). Ethnic population: 700 (1977 SIL).
wac	WAC	cku	69	69 (1990 census). 7 monolinguals. Ethnic population: 750 possibly (1977 SIL).
wal	WBC	wly	1231673	1,231,673 (1998 census). 999,694 monolinguals. Ethnic population: 1,269,216 (1998 census).
wam	WAM	mtt	Extinct	Extinct. Ethnic population: 1,200 (1977 SIL).
wao	WAO	wap	Extinct	Extinct. Ethnic population: 50 (1977 SIL).
wap	WAP	wps	7500	6,000 in Guyana (2000 J. Forte). Population total all countries: 7,500.
waq	WAQ	wag	10	10 (2000).
war	WRY	wwy	2437688	2,437,688 (1990 census).
was	WAS	was	10	10 (1998 J. Brooke). Ethnic population: 1,500 (2000 A. Yamamoto).
wau	WAU	wur	240	240 (1994 SIL).
waw	WAW	wai	2000	1,800 in Brazil (2003). Population total all countries: 2,000.
wax	WAX	wtm	590	590 (2003 SIL).
way	WAY	wyn	747	397 in Suriname (1980 census). Population total all countries: 747.
wba	WBA	wra	18000	18,000 in Venezuela (1993 UBS). 10,000 monolinguals. Ethnic population: 27,000.
wbj	WBJ	agw	30000	30,000 (2001 Kiessling).
wbk	WBK	wgl	1500	1,500 (2000 Van Driem).
wbl	WBL	wak	31666	9,100 in Pakistan. Population includes 4,500 to 6,000 Gojal, 2,000 Ishkoman, 200 Yasin, 900 Yarkhun (1992), plus refugees. Population total all countries: 31,666.
wbp	WBP	wrl	3000	3,000 (1990 Schmidt).
wbv	WBV	wat	50	50 (1981 W. Douglas). Ethnic population: 200 or fewer (1981 W. Douglas).
wca	WCA	ynm	9000	9,000 (1994 SIL).
wdj	WDJ	bac	12	12 (1988 SIL).
wec	WEC	gue	25188	25,188 (1998 SIL). Population includes 20,000 Kaoro (1995 SIL).
wed	WED	wed	2200	2,200 (2000 D. Tryon). 900 monolinguals.
wem	WEM	wmn	60000	60,000 (1991 L. Vanderaa).
wep	WEP	gwe	No	No estimate available.
wer	WER	wer	4163	4,163 (1978 McElhanon).
wgi	WAK	wah	39000	39,000 (1999 SIL).
wgy	WGY	wrg	3	3 (1981 Wurm and Hattori).
whg	WHG	wah	47000	47,000 (1999 SIL).
wib	WIB	tou	19500	19,500 in Burkina Faso (1995 SIL).
wib	WIB	tow	19500	19,500 in Burkina Faso (1995 SIL).
wic	WIC	wic	3	3 (2000 Brian Levy). Ethnic population: 1,400 (2000 David S. Rood).
wig	WIG	wn	126	126 (1981 Wurm and Hattori).
wim	WIM	wmu	400	400 (1990 Schmidt).
win	WIN	wnb	230	230 (1997 Valdis J. Zeps). Ethnic population: 6,000 (1995 V. Zeps). 822 enrolled in Nebraska (1968 USA BIA).
wit	WIT	ptw	5	5 or 6 (1997 Shepherd). Ethnic population: 2,244 (1997 Shepherd).
wit	WIT	win	5	5 or 6 (1997 Shepherd). Ethnic population: 2,244 (1997 Shepherd).
wiv	WIV	bvi	8800	8,800 (1991 SIL).
wiw	WIW	wir	2	2 (1981 Wurm and Hattori).
wiy	WIY	wiy	Extinct	Extinct. Ethnic population: 450 (2000 Yamamoto) to 800 (1997 Teeter).
wlg	WLG	gnb	50	50 to 100 (1983 Black).
wlo	WLO	wlo	34529	34,529 in Indonesia (2000 WCD).
wls	WAL	wll	29768	9,617 in Wallis and Futuna (2000 WCD). Population total all countries: 29,768.
wmb	WMB	wam	12	12 (1981 Wurm and Hattori).
wms	WMS	wbn	3000	3,000 (1987 SIL).
wmt	WMT	wlm	1000	1,000 (1990 Schmidt).
wnc	WNC	wnt	8201	8,201 (1978 McElhanon). Population includes 393 Bam (1978 McElhanon) and 492 Yagawak (1981 Wurm and Hattori).
wnd	WND	wrn	Extinct	Extinct.
wnu	WNU	usa	1400	1,400 (1991 SIL).
woa	WOA	tye	10	10 (1983 Black).
wob	WOB	wob	156300	156,300 (1993 SIL).
woe	WOE	wol	1631	1,631 (1987 Yap census).
wog	WOG	wog	700	700 (1998 SIL).
woi	WOI	woi	16522	16,522 (2000 WCD).
wol	WOL	wlf	3612560	3,568,060 in Senegal (2002). Population total all countries: 3,612,560.
wos	WOS	hhu	6008	6,008 (1983 SIL).
wrb	WRB	wlw	3	3 (1981 Wurm and Hattori).
wrg	WRG	wgu	2	2 (1981 Wurm and Hattori).
wrp	WRP	wrp	6000	6,000 (1987 SIL).
wrr	WRR	wrd	50	50 (1983 Black).
wrs	WRS	wrs	4000	2,500 in Papua New Guinea. Population total all countries: 4,000.
wrz	WRZ	wry	4	4 (1981 Wurm and Hattori).
wsa	WSA	wrm	600	600 (1998 SIL).
wsk	WSK	wsk	15938	15,938 (2003 SIL).
wti	WTI	ber	146799	124,799 in Ethiopia (1998 census). 99,689 monolinguals including 4,146 Fadashi. Population includes 8,715 Fadashi. Population total all countries: 146,799. Ethnic population: 125,853 including 7,323 Fadashi (1998 census).
wuu	WUU	wuc	77175000	77,175,000 (1984).
wya	WYA	wya	Extinct	Extinct. Ethnic population: 3,200 (1997 Bruce L. Pearson).
wyb	WYB	ngi	12	12 (1981 Wurm and Hattori).
wyy	WYY	fiw	57000	57,000 (1977 Lincoln). Population includes 38,500 in Waya (Waya and Ba-Navosa), 18,500 in Nadroga.
xac	QKC	kac	59000	59,000 (1997).
xal	KGZ	kmk	518500	174,000 Kalmyk in Russia (1993 UBS). Population total all countries: 518,500.
xal	KGZ	kiq	518500	174,000 Kalmyk in Russia (1993 UBS). Population total all countries: 518,500.
xal	KGZ	oir	518500	174,000 Kalmyk in Russia (1993 UBS). Population total all countries: 518,500.
xam	XAM	xam	Extinct	Extinct.
xas	XAS	kms	Extinct	Extinct.
xav	XAV	xav	10000	10,000 (2000 SIL).
xaw	KAW	kws	8	8 to 10 (2000 L. Hinton). Ethnic population: 35 (2000 A. Yamamoto).
xbr	SMI	kam	234574	234,574 (2000 WCD).
xed	TUR	hdi	29000	25,000 in Cameroon (2001 SIL). Population total all countries: 29,000.
xer	XER	xer	1552	1,552 (2002 SIL).
xho	XOS	xho	7214118	7,196,118 in South Africa (1996 census). Population total all countries: 7,214,118.
xki	XKI	ksl	Students	Students in primary schools in 1990: 2,600. There are around 200,000 deaf people in Kenya. It is not known how many know KSL.
xkp	XKP	kbt	No	No estimate available.
xmf	XMF	mgl	500000	500,000 (1989 Hewitt).
xmm	XMM	mds	850000	850,000 (2001).
xmu	QKY	kmw	2	2 (1967).
xok	XOK	xok	250	250 (1975). Ethnic population: 784 (2000 WCD).
xom	KOM	kom	11500	10,000 in Sudan (1979 James). Population total all countries: 11,500.
xon	KOS	kkb	550100	500,000 in Ghana (2003). Population total all countries: 550,100.
xpe	KPE	kpe	487400	487,400 (1991 Vanderaa).
xra	XRA	ckr	1200	1,200 (1988 SIL).
xra	XRA	krh	1200	1,200 (1988 SIL).
xsi	SIO	sio	3500	3,500 (1987 SIL).
xsl	SLA	sla	1410	1,410 (2001 SIL). Ethnic population: 3,600 (1995 M. Krauss).
xsl	SLA	slv	1410	1,410 (2001 SIL). Ethnic population: 3,600 (1995 M. Krauss).
xsm	KAS	ksm	250000	120,000 in Burkina Faso (1998 SIL). Population total all countries: 250,000.
xsr	SCR	she	151071	129,771 in Nepal (2001 census). Population total all countries: 151,071. Ethnic population: 154,622 (2001 census).
xsu	SAM	snm	5074	4,612 in Venezuela (2000 WCD). Population includes 500 Yanoma. Population total all countries: 5,074.
xtc	KAT	kad	81500	81,500 (2004 SIL). Population includes 48,864 Kadugli and Katcha, 4,000 Miri (1987 Baumann) and 6,500 Tumma (1956 census).
xtc	KAT	ktc	81500	81,500 (2004 SIL). Population includes 48,864 Kadugli and Katcha, 4,000 Miri (1987 Baumann) and 6,500 Tumma (1956 census).
xte	KIN	ktn	9968	9,968 (2000 WCD).
xuo	KHO	klk	14803	11,828 in Chad (2000 WCD). Population total all countries: 14,803.
xuu	XUU	kxo	9988	4,000 in Namibia. Population includes 3,600 in West Caprivi and 400 in East Caprivi. Population total all countries: 9,988.
xwg	YID	koe	103	103 (1998 census). 73 monolinguals. Ethnic population: 173 (1998 census).
xxk	XXK	keo	40000	40,000 (2001 L. Baird). Ethnic population: 40,000.
yaa	YAA	yam	1244	750 in Peru (2003 SIL). Population includes 400 Yaminahua (1998 SIL), 200 Mastanahua (1981 SIL), 150 Chitonahua. Population total all countries: 1,244.
yad	YAD	yag	5692	5,692 in Peru (2000 WCD). 2,000 monolinguals. Ethnic population: 6,000.
yae	YAE	yrr	3396	3,396 (2000 WCD).
yaf	YAF	yak	900000	700,000 in Democratic Republic of the Congo (2000 SIL). Population total all countries: 900,000.
yag	YAG	yah	1	1 (2003). Ethnic population: 100 (2000 W. Adelaar).
yah	YAH	yaz	4000	4,000 (1994 UBS).
yai	YAI	ygn	2000	2,000 (1975 SIL).
yak	YAK	shp	3000	3,000 (1977 SIL). Ethnic population: 8,000 (1977 SIL).
yam	YAM	yba	40763	40,763 in Cameroon (2000 WCD).
yao	YAO	yao	1942000	1,000,000 in Malawi (2001 Johnstone and Mandryk). Population total all countries: 1,942,000.
yap	YPS	yap	6592	6,592 (1987 Yap census).
yaq	YAQ	yaq	16406	16,000 in Mexico (1993 SIL). Population total all countries: 16,406.
yas	YAS	gun	35000	35,000 (1987 SIL).
ybb	BAN	yem	300000	300000
ybe	YBE	syg	2600	2,600 (1999 Zhong Jinwen). Ethnic population: 6,000 (2000 D. Bradley).
ycn	YCN	ycn	1800	1,800 (2001 SIL). 10 to 20 monolinguals. Ethnic population: 1,800.
ydd	YDD	ydd	3142560	215,000 in Israel (1986). Population total all countries: 3,142,560.
ydd	YDD	ydb	3142560	215,000 in Israel (1986). Population total all countries: 3,142,560.
ydd	YDD	ylt	3142560	215,000 in Israel (1986). Population total all countries: 3,142,560.
ydd	YDD	ydl	3142560	215,000 in Israel (1986). Population total all countries: 3,142,560.
yee	YEE	yim	300	300 (2000 Wurm).
yer	YER	tok	300000	300,000 (1998 Blench).
yey	YEY	yey	25200	20,000 in Botswana (2004 Cook). Population total all countries: 25,200. Ethnic population: 47,000 in Botswana.
ygr	YGR	hua	21116	21,116 (1982 SIL).
ygr	YGR	ygr	21116	21,116 (1982 SIL).
yia	YIA	yng	5	5 (1981 Wurm and Hattori).
yih	YIH	ydd	Ethnic	Ethnic population: 49,210 in Germany (2000 WCD).
yii	YII	yid	12	12 (1981 Wurm and Hattori).
yij	YIJ	yin	500	500 to 600 (1990 Schmidt).
yiy	YIY	yir	15	15 (1991 Bruce Sommer).
yka	YKA	ykn	116332	105,545 in the Philippines (1990 census). 33% monolinguals. Population includes 86,926 in Basilan Province. Population total all countries: 116,332.
ykg	YKG	ytu	30	30 to 150 (1995 M. Krauss, 1989 census). Ethnic population: 230 to 1,100 (1995 M. Krauss, 1989 census).
yky	YKY	ykm	110000	100,000 in Central African Republic (1996). Population total all countries: 110,000.
yle	YLE	yel	3750	3,750 (1998 Rossel Health Centres). 400 monolinguals. Ethnic population: 3,750 (1998).
yli	YLI	yli	15000	15,000 (1991 UBS).
yll	YLL	yil	2472	2,472 (2000 census).
yly	YLY	nyl	1522	1,522 (1996 census).
ynk	YNK	yna	75	75 (1990 L.D. Kaplan). Ethnic population: 350.
ynn	YNN	yan	Extinct	Extinct.
yns	YNS	yns	100000	100,000 (1997 Salikoko Mufwene).
yok	YOK	wik	78	78 speakers of Northern Foothill Yokuts (1990 census). Ethnic population: 2,500 (2000 A. Yamamoto).
yok	YOK	yok	78	78 speakers of Northern Foothill Yokuts (1990 census). Ethnic population: 2,500 (2000 A. Yamamoto).
yon	YON	kti	4000	4,000 (1997 SIL).
yor	YOR	yor	19327000	18,850,000 in Nigeria (1993 Johnstone). Population total all countries: 19,327,000.
yrb	YRB	yar	750	750 (1981 Wurm and Hattori).
yrk	YRK	nen	26730	26,730 (1989 census). Population includes 1,300 Forest Nenets, 25,000 Tundra Nenets. Ethnic population: 34,665 (1989 census) including 2,000 Forest Enets.
yrk	YRK	ntu	26730	26,730 (1989 census). Population includes 1,300 Forest Nenets, 25,000 Tundra Nenets. Ethnic population: 34,665 (1989 census) including 2,000 Forest Enets.
ysr	YSR	ysi	Extinct	Extinct.
yss	YSS	yes	1988	1,988 (2000 census).
yua	YUA	yct	700000	700,000 in Mexico (1990 census). Population total all countries: 700,000 (1990).
